ms,label,tempC,humPct,press_hPa,gas_ohm,log_gas,dloggas_dt,ema_fast,ema_slow,ema_diff
726197,coffee,30.4,47.52,997.44,136972,11.827532,-0.016286,11.831114,11.794435,0.036679
726547,coffee,30.4,47.43,997.45,136418,11.823479,-0.01158,11.828442,11.796177,0.032265
726897,coffee,30.4,47.36,997.45,136750,11.82591,0.006945,11.827555,11.797961,0.029593
727247,coffee,30.4,47.29,997.46,137642,11.832412,0.018578,11.829254,11.800028,0.029226
727597,coffee,30.4,47.21,997.45,137642,11.832412,0.0,11.830359,11.80197,0.028388
727947,coffee,30.4,47.13,997.45,137418,11.830783,-0.004654,11.830506,11.803699,0.026808
728297,coffee,30.4,47.07,997.45,137642,11.832412,0.004654,11.831173,11.805421,0.025752
728647,coffee,30.4,47.01,997.44,137418,11.830783,-0.004654,11.831037,11.806942,0.024095
728997,coffee,30.4,46.94,997.45,137980,11.834864,0.011659,11.832376,11.808617,0.023759
729347,coffee,30.4,46.87,997.45,137755,11.833232,-0.004662,11.832675,11.810094,0.022581
729697,coffee,30.41,46.83,997.45,136750,11.82591,-0.020921,11.830307,11.811043,0.019264
730047,coffee,30.4,46.77,997.45,137867,11.834044,0.023242,11.831614,11.812423,0.019192
730397,coffee,30.4,46.72,997.44,137755,11.833232,-0.002322,11.83218,11.813672,0.018508
730747,coffee,30.4,46.66,997.44,137418,11.830783,-0.006997,11.831691,11.814698,0.016993
731097,coffee,30.4,46.62,997.44,136750,11.82591,-0.013924,11.829667,11.815371,0.014297
731447,coffee,30.41,46.57,997.44,137867,11.834044,0.023242,11.831199,11.816491,0.014708
731797,coffee,30.41,46.52,997.44,137980,11.834864,0.002341,11.832481,11.817594,0.014888
732147,coffee,30.41,46.5,997.44,137755,11.833232,-0.004662,11.832744,11.818532,0.014212
732497,coffee,30.41,46.45,997.44,137530,11.831597,-0.00467,11.832342,11.819316,0.013026
732847,coffee,30.41,46.41,997.44,136861,11.826721,-0.013932,11.830375,11.81976,0.010614
733197,coffee,30.41,46.36,997.44,136972,11.827532,0.002316,11.82938,11.820227,0.009153
733547,coffee,30.41,46.33,997.44,136308,11.822672,-0.013885,11.827032,11.820374,0.006659
733897,coffee,30.41,46.28,997.44,136972,11.827532,0.013885,11.827207,11.820803,0.006404
734247,coffee,30.41,46.26,997.44,137980,11.834864,0.020948,11.829886,11.821646,0.008241
734597,coffee,30.41,46.22,997.44,137867,11.834044,-0.002341,11.831342,11.82239,0.008952
734947,coffee,30.41,46.18,997.44,137083,11.828341,-0.016294,11.830292,11.822747,0.007545
735297,coffee,30.41,46.16,997.44,137867,11.834044,0.016294,11.831605,11.823425,0.00818
735647,coffee,30.41,46.12,997.44,137083,11.828341,-0.016294,11.830462,11.82372,0.006742
735997,coffee,30.41,46.09,997.44,136861,11.826721,-0.004629,11.829153,11.8239,0.005253
736347,coffee,30.41,46.06,997.43,137530,11.831597,0.013932,11.830009,11.824362,0.005647
736697,coffee,30.41,46.03,997.44,137642,11.832412,0.002327,11.830849,11.824844,0.006004
737048,coffee,30.41,46.01,997.44,137418,11.830783,-0.004641,11.830826,11.8252,0.005626
737397,coffee,30.41,45.97,997.44,137980,11.834864,0.011693,11.832238,11.82578,0.006458
737747,coffee,30.41,45.97,997.43,136972,11.827532,-0.020948,11.830591,11.825885,0.004706
738097,coffee,30.41,45.94,997.43,137867,11.834044,0.018608,11.8318,11.826375,0.005424
738447,coffee,30.41,45.91,997.43,137642,11.832412,-0.004665,11.832013,11.826737,0.005276
738797,coffee,30.41,45.89,997.43,136861,11.826721,-0.016259,11.830161,11.826736,0.003425
739147,coffee,30.41,45.86,997.44,138206,11.8365,0.02794,11.832379,11.827322,0.005057
739497,coffee,30.41,45.85,997.43,136972,11.827532,-0.025624,11.830683,11.827334,0.003348
739847,coffee,30.41,45.81,997.42,137195,11.829159,0.004648,11.830149,11.827443,0.002706
740197,coffee,30.41,45.8,997.42,137418,11.830783,0.00464,11.83037,11.827643,0.002727
740547,coffee,30.41,45.78,997.42,137755,11.833232,0.006997,11.831371,11.827979,0.003392
740897,coffee,30.41,45.75,997.42,137306,11.829967,-0.009327,11.830879,11.828098,0.002781
741247,coffee,30.41,45.74,997.43,136750,11.82591,-0.011594,11.82914,11.827967,0.001173
741597,coffee,30.41,45.73,997.43,136529,11.824292,-0.004621,11.827443,11.827746,-0.000303
741947,coffee,30.41,45.7,997.42,137530,11.831597,0.020872,11.828897,11.827978,0.000918
742297,coffee,30.41,45.7,997.42,137867,11.834044,0.006992,11.830698,11.828342,0.002356
742647,coffee,30.41,45.67,997.42,137306,11.829967,-0.011648,11.830441,11.82844,0.002002
742997,coffee,30.41,45.64,997.42,136639,11.825098,-0.013913,11.828571,11.828239,0.000332
743347,coffee,30.41,45.63,997.43,137530,11.831597,0.018569,11.82963,11.828441,0.001189
743697,coffee,30.41,45.61,997.43,137418,11.830783,-0.002327,11.830033,11.828581,0.001452
744047,coffee,30.41,45.61,997.42,137418,11.830783,0.0,11.830296,11.828712,0.001583
744397,coffee,30.41,45.59,997.42,136861,11.826721,-0.011605,11.829044,11.828593,0.000451
744747,coffee,30.41,45.57,997.42,137195,11.829159,0.006965,11.829084,11.828627,0.000458
745097,coffee,30.41,45.56,997.42,136418,11.823479,-0.016229,11.827123,11.828318,-0.001195
745447,coffee,30.41,45.53,997.42,136308,11.822672,-0.002305,11.825564,11.827979,-0.002415
745797,coffee,30.4,45.52,997.41,136861,11.826721,0.011569,11.825969,11.827904,-0.001935
746147,coffee,30.4,45.5,997.41,137083,11.828341,0.004629,11.826799,11.82793,-0.001131
746497,coffee,30.41,45.5,997.42,137195,11.829159,0.002335,11.827625,11.828004,-0.000379
746847,coffee,30.41,45.48,997.41,136861,11.826721,-0.006965,11.827309,11.827927,-0.000618
747197,coffee,30.41,45.46,997.42,136088,11.821057,-0.016182,11.82512,11.827515,-0.002395
747547,coffee,30.41,45.45,997.41,135979,11.820255,-0.002292,11.823418,11.827079,-0.003661
747897,coffee,30.4,45.46,997.41,135869,11.819447,-0.002311,11.822027,11.826621,-0.004594
748247,coffee,30.4,45.43,997.41,136198,11.821865,0.00691,11.82197,11.826335,-0.004365
748597,coffee,30.4,45.43,997.41,135979,11.820255,-0.004599,11.82137,11.82597,-0.0046
748947,coffee,30.4,45.4,997.4,135651,11.817841,-0.006899,11.820134,11.825481,-0.005347
749297,coffee,30.4,45.39,997.41,135979,11.820255,0.006899,11.820176,11.825168,-0.004992
749647,coffee,30.4,45.38,997.41,136308,11.822672,0.006905,11.821049,11.825018,-0.003969
749997,coffee,30.4,45.37,997.41,135760,11.818644,-0.011509,11.820207,11.824636,-0.004429
750347,coffee,30.4,45.36,997.41,135216,11.814629,-0.011471,11.818254,11.824035,-0.00578
750697,coffee,30.4,45.35,997.41,136529,11.824292,0.02761,11.820368,11.82405,-0.003682
751047,coffee,30.4,45.34,997.41,136529,11.824292,0.0,11.821741,11.824064,-0.002323
751397,coffee,30.4,45.31,997.4,135760,11.818644,-0.016139,11.820657,11.823739,-0.003082
751747,coffee,30.4,45.32,997.41,136861,11.826721,0.023079,11.82278,11.823918,-0.001139
752097,coffee,30.4,45.3,997.4,136308,11.822672,-0.011569,11.822742,11.823843,-0.001101
752447,coffee,30.4,45.29,997.41,136861,11.826721,0.011569,11.824134,11.824016,0.000118
752797,coffee,30.4,45.29,997.41,138774,11.840602,0.039659,11.829897,11.82501,0.004887
753147,coffee,30.4,45.29,997.41,140157,11.850518,0.028332,11.837114,11.826541,0.010573
753497,coffee,30.4,45.29,997.41,141213,11.858025,0.021447,11.844433,11.828429,0.016004
753847,coffee,30.4,45.28,997.41,141213,11.858025,0.0,11.84919,11.830205,0.018985
754197,coffee,30.4,45.25,997.41,142405,11.86643,0.024016,11.855224,11.832378,0.022845
754547,coffee,30.4,45.23,997.41,142766,11.868962,0.007234,11.860032,11.834574,0.025458
754897,coffee,30.4,45.21,997.41,144107,11.878311,0.026711,11.866429,11.837198,0.029231
755247,coffee,30.4,45.19,997.41,145098,11.885164,0.01958,11.872986,11.840076,0.032909
755597,coffee,30.4,45.17,997.4,144725,11.88259,-0.007354,11.876348,11.842628,0.03372
755947,coffee,30.39,45.14,997.39,145599,11.888612,0.017204,11.880639,11.845387,0.035253
756297,alcohol,30.39,45.12,997.39,136529,11.824292,-0.18377,11.860917,11.844121,0.016796
756647,alcohol,30.39,45.1,997.41,119173,11.688332,-0.388459,11.800511,11.834773,-0.034262
756997,alcohol,30.39,45.06,997.41,100566,11.51857,-0.485033,11.701832,11.815801,-0.113969
757347,alcohol,30.39,45.06,997.41,86609,11.369159,-0.426889,11.585396,11.789002,-0.203607
757697,alcohol,30.39,45.06,997.4,73935,11.210941,-0.45205,11.454336,11.754318,-0.299982
758047,alcohol,30.39,45.07,997.39,64645,11.076666,-0.383644,11.322151,11.713659,-0.391508
758397,alcohol,30.39,45.09,997.4,56772,10.946798,-0.37105,11.190777,11.667647,-0.476871
758747,alcohol,30.39,45.13,997.4,50791,10.835474,-0.318069,11.066421,11.617717,-0.551296
759097,alcohol,30.39,45.17,997.4,46253,10.741881,-0.267408,10.952831,11.565166,-0.612335
759447,alcohol,30.39,45.23,997.4,42145,10.648871,-0.265743,10.846445,11.510189,-0.663744
759797,alcohol,30.39,45.29,997.39,39356,10.580403,-0.195623,10.75333,11.454401,-0.701071
760147,alcohol,30.39,45.35,997.4,36785,10.512845,-0.193024,10.66916,11.397907,-0.728747
760497,alcohol,30.39,45.41,997.4,34958,10.461903,-0.14555,10.59662,11.341747,-0.745128
760847,alcohol,30.39,45.5,997.41,33436,10.417389,-0.127182,10.533889,11.286285,-0.752397
761197,alcohol,30.39,45.59,997.41,32310,10.383132,-0.097877,10.481123,11.232096,-0.750973
761547,alcohol,30.39,45.66,997.41,31258,10.350031,-0.094575,10.435241,11.179173,-0.743932
761897,alcohol,30.39,45.75,997.41,30446,10.323709,-0.075204,10.396204,11.127845,-0.731641
762247,alcohol,30.39,45.84,997.41,29781,10.301626,-0.063095,10.363101,11.078272,-0.715171
762597,alcohol,30.39,45.91,997.41,29063,10.277221,-0.06973,10.333042,11.030209,-0.697166
762947,alcohol,30.39,45.98,997.41,28630,10.262211,-0.042885,10.30825,10.984128,-0.675878
763297,alcohol,30.4,46.07,997.41,28134,10.244734,-0.049934,10.286019,10.939764,-0.653745
763647,alcohol,30.39,46.17,997.41,27529,10.222996,-0.062109,10.263961,10.896758,-0.632797
763997,alcohol,30.39,46.25,997.4,27070,10.206182,-0.048041,10.243737,10.855323,-0.611586
764347,alcohol,30.39,46.31,997.4,26693,10.192157,-0.040071,10.225684,10.815533,-0.589849
764697,alcohol,30.39,46.4,997.4,26377,10.180247,-0.034027,10.209781,10.777415,-0.567635
765047,alcohol,30.39,46.48,997.4,26019,10.166582,-0.039043,10.194661,10.740766,-0.546104
765397,alcohol,30.39,46.54,997.4,25702,10.154325,-0.035022,10.180543,10.705579,-0.525036
765747,alcohol,30.39,46.63,997.4,25439,10.144039,-0.029387,10.167767,10.671886,-0.50412
766097,alcohol,30.39,46.69,997.4,25151,10.132653,-0.032531,10.155477,10.639532,-0.484056
766447,alcohol,30.39,46.77,997.41,24973,10.12555,-0.020294,10.145002,10.608693,-0.463691
766797,alcohol,30.39,46.83,997.41,24739,10.116137,-0.026896,10.134899,10.57914,-0.444241
767147,alcohol,30.39,46.89,997.41,24566,10.109118,-0.020052,10.125875,10.550939,-0.425063
767497,alcohol,30.39,46.96,997.41,24382,10.101601,-0.021479,10.117379,10.523978,-0.406599
767847,alcohol,30.39,47.04,997.4,24131,10.091252,-0.029567,10.108234,10.498015,-0.389781
768197,alcohol,30.39,47.09,997.4,23980,10.084975,-0.017935,10.100093,10.473233,-0.37314
768547,alcohol,30.39,47.16,997.41,23912,10.082136,-0.008112,10.093808,10.449767,-0.355959
768897,alcohol,30.39,47.23,997.41,23631,10.070314,-0.033776,10.085585,10.426999,-0.341414
769247,alcohol,30.39,47.27,997.4,23489,10.064287,-0.017221,10.07813,10.405236,-0.327106
769597,alcohol,30.39,47.34,997.4,23437,10.062071,-0.006332,10.072509,10.384646,-0.312138
769947,alcohol,30.39,47.4,997.4,23308,10.056552,-0.015768,10.066924,10.364962,-0.298038
770297,alcohol,30.39,47.46,997.4,23129,10.048842,-0.022027,10.060596,10.345994,-0.285398
770647,alcohol,30.39,47.51,997.41,23154,10.049923,0.003087,10.05686,10.328229,-0.271369
770997,alcohol,30.39,47.56,997.41,22903,10.039023,-0.031142,10.050617,10.310877,-0.26026
771347,alcohol,30.39,47.62,997.41,22878,10.037931,-0.00312,10.046177,10.2945,-0.248323
771697,alcohol,30.39,47.66,997.41,22754,10.032496,-0.015529,10.041389,10.27878,-0.237391
772047,alcohol,30.4,47.71,997.42,22779,10.033594,0.003136,10.03866,10.264069,-0.225409
772397,alcohol,30.39,47.77,997.42,22584,10.024997,-0.024564,10.033877,10.249724,-0.215847
772747,alcohol,30.4,47.82,997.41,22512,10.021804,-0.009123,10.029651,10.236049,-0.206398
773097,alcohol,30.39,47.86,997.41,22416,10.01753,-0.01221,10.025409,10.222938,-0.197529
773447,alcohol,30.39,47.91,997.41,22274,10.011175,-0.018158,10.020427,10.210232,-0.189805
773797,alcohol,30.39,47.97,997.42,22952,10.041161,0.085673,10.027683,10.200088,-0.172404
774147,alcohol,30.39,48.0,997.41,25047,10.12851,0.249568,10.062972,10.195793,-0.132821
774497,alcohol,30.39,47.99,997.41,28304,10.250758,0.349282,10.128697,10.199091,-0.070394
774847,alcohol,30.38,47.97,997.41,32211,10.380063,0.369443,10.216675,10.209949,0.006725
775197,alcohol,30.38,47.89,997.41,36881,10.515451,0.386824,10.321246,10.228279,0.092967
775547,alcohol,30.38,47.79,997.42,41646,10.636961,0.34717,10.431746,10.2528,0.178946
775897,alcohol,30.39,47.69,997.42,47078,10.759562,0.350287,10.546481,10.283206,0.263275
776247,alcohol,30.39,47.58,997.43,52400,10.866662,0.306001,10.658545,10.318213,0.340331
776597,alcohol,30.39,47.47,997.43,57546,10.96034,0.26765,10.764173,10.356741,0.407432
776947,alcohol,30.39,47.35,997.42,62863,11.048713,0.252495,10.863761,10.398259,0.465502
777297,alcohol,30.4,47.24,997.43,67381,11.118118,0.198302,10.952785,10.441451,0.511334
777647,alcohol,30.4,47.12,997.42,71735,11.180734,0.178901,11.032567,10.485808,0.546759
777997,alcohol,30.4,47.02,997.42,75795,11.235787,0.157296,11.103694,10.530807,0.572886
778347,alcohol,30.4,46.91,997.42,81427,11.307462,0.204784,11.175013,10.577407,0.597606
778697,alcohol,30.39,46.82,997.42,86966,11.373273,0.188032,11.244403,10.625158,0.619245
779047,alcohol,30.39,46.73,997.42,92496,11.43492,0.176135,11.311084,10.673744,0.63734
779397,alcohol,30.39,46.69,997.43,94856,11.460115,0.071986,11.363245,10.720926,0.642319
779747,alcohol,30.39,46.72,997.43,98281,11.495586,0.101346,11.409564,10.767406,0.642158
780097,alcohol,30.39,46.81,997.42,101290,11.525743,0.08616,11.450226,10.812906,0.63732
780447,alcohol,30.39,47.01,997.41,103400,11.54636,0.058907,11.483872,10.856914,0.626959
780797,alcohol,30.4,47.24,997.42,105271,11.564293,0.051237,11.512019,10.899356,0.612663
781147,alcohol,30.4,47.5,997.41,106265,11.573691,0.026853,11.533605,10.939816,0.593788
781497,alcohol,30.4,47.83,997.42,107279,11.583188,0.027133,11.550959,10.978418,0.57254
781847,alcohol,30.4,48.18,997.42,108660,11.595979,0.036545,11.566715,11.015472,0.551243
782197,alcohol,30.4,48.54,997.42,108941,11.598561,0.007379,11.577861,11.050457,0.527404
782547,alcohol,30.4,48.93,997.42,108870,11.59791,-0.001861,11.584878,11.083303,0.501575
782897,alcohol,30.4,49.31,997.42,109011,11.599204,0.003698,11.589891,11.114258,0.475634
783247,alcohol,30.4,49.71,997.43,108941,11.598561,-0.001837,11.592925,11.143315,0.44961
783597,alcohol,30.4,50.07,997.43,110078,11.608945,0.029667,11.598532,11.171253,0.427279
783947,garlic,30.4,50.46,997.43,109435,11.603086,-0.016738,11.600125,11.197163,0.402963
784297,garlic,30.41,50.8,997.42,109506,11.603735,0.001853,11.601388,11.221557,0.379831
784647,garlic,30.41,51.13,997.43,109435,11.603086,-0.001853,11.601982,11.244449,0.357533
784997,garlic,30.41,51.45,997.43,109152,11.600496,-0.007401,11.601461,11.265811,0.33565
785347,garlic,30.41,51.75,997.43,110006,11.60829,0.022267,11.603851,11.286359,0.317492
785697,garlic,30.41,52.03,997.43,109082,11.599855,-0.024098,11.602452,11.305169,0.297283
786047,garlic,30.41,52.29,997.42,109011,11.599204,-0.001861,11.601315,11.322811,0.278503
786397,garlic,30.41,52.56,997.43,109791,11.606334,0.02037,11.60307,11.339822,0.263248
786747,garlic,30.41,52.78,997.43,109720,11.605687,-0.001847,11.603986,11.355774,0.248212
787097,garlic,30.41,53.01,997.43,108870,11.59791,-0.022221,11.601859,11.370301,0.231558
787447,garlic,30.41,53.23,997.43,109011,11.599204,0.003698,11.600929,11.384035,0.216894
787797,garlic,30.41,53.43,997.43,108800,11.597266,-0.005537,11.599647,11.396829,0.202818
788147,garlic,30.41,53.63,997.42,108800,11.597266,0.0,11.598813,11.408855,0.189958
788497,garlic,30.41,53.84,997.43,108800,11.597266,0.0,11.598271,11.42016,0.178111
788847,garlic,30.41,54.02,997.43,109011,11.599204,0.005537,11.598598,11.430903,0.167694
789197,garlic,30.41,54.2,997.42,108870,11.59791,-0.003698,11.598356,11.440924,0.157433
789547,garlic,30.41,54.37,997.43,108870,11.59791,0.0,11.5982,11.450342,0.147858
789897,garlic,30.41,54.54,997.43,108590,11.595335,-0.007357,11.597197,11.459042,0.138155
790247,garlic,30.41,54.71,997.43,108311,11.592762,-0.007351,11.595644,11.467065,0.128579
790597,garlic,30.41,54.86,997.43,108381,11.593408,0.001845,11.594861,11.474646,0.120215
790947,garlic,30.41,55.04,997.43,108103,11.590839,-0.007338,11.593453,11.481618,0.111835
791297,garlic,30.41,55.19,997.43,107965,11.589562,-0.003648,11.592092,11.488094,0.103997
791647,garlic,30.42,55.34,997.44,107006,11.58064,-0.025493,11.588083,11.493648,0.094436
791997,garlic,30.42,55.5,997.44,106939,11.580014,-0.001787,11.585258,11.498829,0.08643
792347,garlic,30.42,55.64,997.44,106939,11.580014,0.0,11.583423,11.503699,0.079723
792697,garlic,30.42,55.77,997.44,106939,11.580014,0.0,11.58223,11.508278,0.073952
793047,garlic,30.42,55.94,997.44,106803,11.578741,-0.003638,11.581008,11.512506,0.068502
793397,garlic,30.42,56.09,997.45,106534,11.57622,-0.007204,11.579332,11.516329,0.063004
793747,garlic,30.42,56.23,997.44,106668,11.577477,0.003591,11.578682,11.519998,0.058684
794097,garlic,30.42,56.35,997.44,106466,11.575581,-0.005417,11.577597,11.523333,0.054264
794447,garlic,30.42,56.49,997.44,105865,11.56992,-0.016174,11.574909,11.526128,0.048781
794797,garlic,30.42,56.63,997.45,105865,11.56992,0.0,11.573162,11.528755,0.044407
795147,garlic,30.42,56.76,997.44,106065,11.571808,0.005395,11.572687,11.531338,0.041349
795497,garlic,30.42,56.89,997.44,106265,11.573691,0.005381,11.573038,11.533879,0.039159
795847,garlic,30.42,57.02,997.44,105534,11.566789,-0.019722,11.57085,11.535853,0.034997
796197,garlic,30.43,57.15,997.45,104944,11.561182,-0.016019,11.567466,11.537374,0.030092
796547,garlic,30.43,57.27,997.45,104944,11.561182,0.0,11.565267,11.538802,0.026464
796897,garlic,30.43,57.4,997.44,105009,11.561801,0.001768,11.564054,11.540182,0.023871
797247,garlic,30.43,57.52,997.44,104683,11.558692,-0.008883,11.562177,11.541292,0.020885
797597,garlic,30.43,57.63,997.44,105337,11.56492,0.017796,11.563137,11.54271,0.020427
797947,garlic,30.43,57.78,997.44,104166,11.553741,-0.03194,11.559849,11.543372,0.016477
798297,garlic,30.43,57.89,997.44,104359,11.555593,0.005289,11.558358,11.544106,0.014253
798647,garlic,30.43,57.99,997.45,103654,11.548814,-0.019368,11.555017,11.544389,0.010629
798997,garlic,30.43,58.1,997.44,104295,11.554978,0.017613,11.555003,11.545024,0.009979
799347,garlic,30.43,58.2,997.44,103974,11.551896,-0.008807,11.553915,11.545436,0.008479
799697,garlic,30.43,58.3,997.45,103274,11.545141,-0.0193,11.550844,11.545418,0.005426
800047,garlic,30.43,58.41,997.44,102959,11.542086,-0.00873,11.547778,11.545218,0.002561
800397,garlic,30.43,58.52,997.44,103400,11.54636,0.012212,11.547281,11.545286,0.001995
800747,garlic,30.43,58.61,997.44,102771,11.540258,-0.017433,11.544823,11.544984,-0.000161
801097,garlic,30.43,58.71,997.44,103211,11.544531,0.012207,11.544721,11.544956,-0.000236
801447,garlic,30.43,58.8,997.44,102334,11.535997,-0.024381,11.541667,11.544418,-0.002751
801797,garlic,30.43,58.89,997.44,102833,11.540861,0.013896,11.541385,11.544205,-0.00282
802147,garlic,30.43,58.93,997.44,105074,11.56242,0.061596,11.548747,11.545298,0.003449
802497,garlic,30.42,58.87,997.44,107484,11.585097,0.064793,11.561469,11.547686,0.013783
802847,garlic,30.42,58.66,997.44,111166,11.61878,0.096237,11.581528,11.55195,0.029577
803197,garlic,30.42,58.35,997.44,114329,11.646835,0.080158,11.604385,11.557644,0.046741
803547,garlic,30.42,57.96,997.44,117595,11.675002,0.080476,11.629101,11.564686,0.064415
803897,garlic,30.42,57.53,997.44,119257,11.689036,0.040098,11.650078,11.572147,0.07793
804247,garlic,30.42,57.07,997.44,120967,11.703273,0.040676,11.668695,11.580014,0.088681
804597,coffee,30.42,56.59,997.45,123445,11.723551,0.057937,11.687895,11.588626,0.099269
804947,coffee,30.43,56.16,997.45,123355,11.722821,-0.002084,11.700119,11.596678,0.103441
805297,coffee,30.43,55.69,997.45,125651,11.741263,0.052692,11.71452,11.605352,0.109167
805647,coffee,30.43,55.26,997.44,127744,11.757784,0.047201,11.729662,11.614498,0.115164
805997,coffee,30.42,54.79,997.44,130208,11.776889,0.054586,11.746191,11.624242,0.121949
806347,coffee,30.42,54.34,997.43,132874,11.797156,0.057907,11.764029,11.634617,0.129412
806697,coffee,30.42,53.88,997.44,134569,11.809833,0.036218,11.78006,11.645129,0.134931
807047,coffee,30.41,53.43,997.44,136639,11.825098,0.043616,11.795823,11.655928,0.139895
807397,coffee,30.41,52.99,997.43,136639,11.825098,0.0,11.806069,11.666078,0.139992
807747,coffee,30.41,52.56,997.43,138888,11.841423,0.046643,11.818443,11.676599,0.141845
808097,coffee,30.41,52.17,997.43,140041,11.84969,0.023621,11.829379,11.686984,0.142395
808447,coffee,30.41,51.78,997.43,141095,11.857189,0.021425,11.839112,11.697197,0.141915
808797,coffee,30.42,51.42,997.43,140859,11.855515,-0.004785,11.844852,11.706696,0.138157
809147,coffee,30.42,51.09,997.43,140859,11.855515,0.0,11.848584,11.715624,0.13296
809497,coffee,30.42,50.77,997.43,141213,11.858025,0.007172,11.851888,11.724168,0.12772
809847,coffee,30.42,50.47,997.43,141450,11.859701,0.00479,11.854622,11.7323,0.122322
810197,coffee,30.42,50.17,997.42,141925,11.863054,0.00958,11.857573,11.740145,0.117428
810547,coffee,30.42,49.91,997.42,141568,11.860536,-0.007196,11.858609,11.747368,0.111241
810897,coffee,30.42,49.67,997.42,142405,11.86643,0.016842,11.861346,11.754511,0.106835
811247,coffee,30.42,49.43,997.41,141806,11.862215,-0.012044,11.86165,11.760973,0.100677
811597,coffee,30.42,49.2,997.41,141450,11.859701,-0.007183,11.860968,11.766897,0.09407
811947,coffee,30.42,48.98,997.41,141925,11.863054,0.00958,11.861697,11.772667,0.08903
812297,coffee,30.42,48.78,997.41,142285,11.865587,0.007237,11.863058,11.778242,0.084816
812647,coffee,30.42,48.6,997.41,141568,11.860536,-0.014433,11.862175,11.783179,0.078996
812997,coffee,30.42,48.41,997.4,142045,11.863899,0.00961,11.862778,11.788022,0.074756
813347,coffee,30.42,48.26,997.4,141568,11.860536,-0.00961,11.861993,11.792373,0.06962
813697,coffee,30.42,48.11,997.4,141687,11.861376,0.002401,11.861776,11.796513,0.065264
814047,coffee,30.43,47.94,997.4,141687,11.861376,0.0,11.861636,11.800405,0.061232
814397,coffee,30.43,47.8,997.41,141331,11.85886,-0.007188,11.860664,11.803912,0.056752
814747,coffee,30.43,47.67,997.4,141331,11.85886,0.0,11.860033,11.807209,0.052824
815097,coffee,30.43,47.56,997.4,141450,11.859701,0.002403,11.859917,11.810359,0.049558
815447,coffee,30.43,47.45,997.4,140859,11.855515,-0.011962,11.858376,11.813067,0.045308
815797,coffee,30.43,47.33,997.4,141095,11.857189,0.004785,11.85796,11.815715,0.042245
816147,coffee,30.43,47.21,997.4,140625,11.853852,-0.009534,11.856522,11.818003,0.038519
816497,coffee,30.43,47.11,997.41,140157,11.850518,-0.009526,11.854421,11.819954,0.034467
816847,coffee,30.43,47.02,997.4,140391,11.852186,0.004766,11.853639,11.821888,0.031751
817197,coffee,30.43,46.92,997.4,141331,11.85886,0.019068,11.855466,11.824106,0.03136
817547,coffee,30.43,46.85,997.41,141213,11.858025,-0.002387,11.856361,11.826141,0.03022
817897,coffee,30.43,46.76,997.41,140977,11.856352,-0.004779,11.856358,11.827953,0.028404
818247,coffee,30.43,46.68,997.41,140157,11.850518,-0.016668,11.854314,11.829307,0.025007
818597,coffee,30.44,46.61,997.41,140859,11.855515,0.014275,11.854733,11.830878,0.023855
818947,coffee,30.44,46.54,997.41,139925,11.848862,-0.019008,11.852678,11.831957,0.020721
819297,coffee,30.44,46.47,997.42,140742,11.854684,0.016635,11.85338,11.833321,0.02006
819647,coffee,30.44,46.42,997.41,140742,11.854684,0.0,11.853836,11.834602,0.019234
819997,coffee,30.44,46.34,997.41,140274,11.851353,-0.009518,11.852966,11.835608,0.017359
820347,coffee,30.44,46.28,997.4,139925,11.848862,-0.007117,11.851529,11.836403,0.015126
820697,coffee,30.44,46.23,997.41,140977,11.856352,0.0214,11.853217,11.8376,0.015617
821047,coffee,30.44,46.17,997.4,140625,11.853852,-0.007142,11.853439,11.838575,0.014864
821397,coffee,30.44,46.11,997.4,140507,11.853013,-0.002398,11.85329,11.839441,0.013848
821747,coffee,30.44,46.06,997.4,140507,11.853013,0.0,11.853192,11.840256,0.012937
822097,coffee,30.44,46.02,997.39,140625,11.853852,0.002398,11.853423,11.841071,0.012352
822447,coffee,30.44,45.97,997.4,140742,11.854684,0.002376,11.853864,11.841887,0.011976
822797,coffee,30.44,45.94,997.4,139693,11.847202,-0.021376,11.851532,11.842207,0.009325
823147,coffee,30.44,45.9,997.39,139117,11.843071,-0.011804,11.84857,11.842259,0.00631
823497,coffee,30.44,45.85,997.39,140507,11.853013,0.028406,11.850124,11.842904,0.00722
823847,coffee,30.44,45.82,997.39,139809,11.848033,-0.014229,11.849392,11.843212,0.00618
824197,coffee,30.44,45.77,997.4,140041,11.84969,0.004736,11.849496,11.8436,0.005896
824547,coffee,30.44,45.74,997.39,140507,11.853013,0.009493,11.850727,11.844165,0.006562
824897,coffee,30.45,45.71,997.39,140625,11.853852,0.002398,11.851821,11.844747,0.007074
825247,coffee,30.45,45.67,997.38,139578,11.846379,-0.021351,11.849916,11.844845,0.005072
825597,coffee,30.44,45.64,997.38,140507,11.853013,0.018954,11.851,11.845335,0.005665
825947,coffee,30.45,45.6,997.39,139578,11.846379,-0.018954,11.849382,11.845398,0.003984
826297,coffee,30.45,45.58,997.39,139462,11.845548,-0.002376,11.84804,11.845407,0.002633
826647,coffee,30.45,45.55,997.39,141331,11.85886,0.038035,11.851827,11.846213,0.005613
826997,coffee,30.44,45.52,997.39,141925,11.863054,0.011984,11.855756,11.847224,0.008532
827347,coffee,30.45,45.5,997.4,142766,11.868962,0.01688,11.860378,11.848529,0.011849
